seq,TABLE_NAME,TABLE_COMMENTS,COLUMN_ID,COLUMN_NAME,COLUMN_COMMENTS,DATA_TYPE,IDX,COL_TOT,PK_COL,POSITION,,PK
323,_TDAEvid,증빙등록,15,LastDateTime,작업일시,datetime(8),15,22,,,,
324,_TDAEvid,증빙등록,16,IsElec,전자신고여부,nchar(1),16,22,,,,
325,_TDAEvid,증빙등록,17,Sort,순서,int(10),17,22,,,,
326,_TDAEvid,증빙등록,18,IsNotUse,사용안함,nchar(1),18,22,,,,
327,_TDAEvid,증빙등록,19,IsBuyerBill,매입자발행여부,nchar(1),19,22,,,,
328,_TDAEvid,증빙등록,20,SMCuDeductScrap,구리스크랩구분,int(10),20,22,,,,
329,_TDAEvid,증빙등록,21,IsNotReceive,수취제외대상,nchar(1),21,22,,,,
330,_TDAEvid,증빙등록,22,IsExpendEvid,지출증빙여부,nchar(1),22,22,,,,
1208,_TDASMajor,시스템재공 기타코드 대분류,1,CustSeq,NULL,int(10),1,12,,,,
1209,_TDASMajor,시스템재공 기타코드 대분류,2,DevMode,NULL,int(10),2,12,,,,
1210,_TDASMajor,시스템재공 기타코드 대분류,3,CompanySeq,법인내부코드,int(10),3,12,CompanySeq,3,,1
1211,_TDASMajor,시스템재공 기타코드 대분류,4,MajorSeq,대분류코드,int(10),4,12,MajorSeq,4,,1
1212,_TDASMajor,시스템재공 기타코드 대분류,5,MajorName,대분류명,nvarchar(100),5,12,,,,
1213,_TDASMajor,시스템재공 기타코드 대분류,6,Remark,비고,nvarchar(200),6,12,,,,
1214,_TDASMajor,시스템재공 기타코드 대분류,7,SysType,코드구분,nchar(1),7,12,,,,
1215,_TDASMajor,시스템재공 기타코드 대분류,8,FixCombo,콤보고정여부,nchar(1),8,12,,,,
1216,_TDASMajor,시스템재공 기타코드 대분류,9,IsCombo,콤보기본여부,nchar(1),9,12,,,,
1217,_TDASMajor,시스템재공 기타코드 대분류,10,WordSeq,사전코드,int(10),10,12,,,,
1218,_TDASMajor,시스템재공 기타코드 대분류,11,LastUserSeq,작업자,int(10),11,12,,,,
1219,_TDASMajor,시스템재공 기타코드 대분류,12,LastDateTime,작업일시,datetime(8),12,12,,,,
1220,_TDASMinor,시스템재공 기타코드 소분류,1,CompanySeq,법인내부코드,int(10),1,11,CompanySeq,1,,1
1221,_TDASMinor,시스템재공 기타코드 소분류,2,MinorSeq,소분류코드,int(10),2,11,MinorSeq,2,,1
1222,_TDASMinor,시스템재공 기타코드 소분류,3,MajorSeq,대분류코드,int(10),3,11,,,,
1223,_TDASMinor,시스템재공 기타코드 소분류,4,MinorName,소분류명,nvarchar(200),4,11,,,,
1224,_TDASMinor,시스템재공 기타코드 소분류,5,MinorValue,값,nvarchar(50),5,11,,,,
1225,_TDASMinor,시스템재공 기타코드 소분류,6,MinorSort,순서,int(10),6,11,,,,
1226,_TDASMinor,시스템재공 기타코드 소분류,7,Remark,비고,nvarchar(200),7,11,,,,
1227,_TDASMinor,시스템재공 기타코드 소분류,8,WordSeq,사전코드,int(10),8,11,,,,
1228,_TDASMinor,시스템재공 기타코드 소분류,9,LastUserSeq,작업자,int(10),9,11,,,,
1229,_TDASMinor,시스템재공 기타코드 소분류,10,LastDateTime,작업일시,datetime(8),10,11,,,,
1230,_TDASMinor,시스템재공 기타코드 소분류,11,IsUse,IsUse,nchar(1),11,11,,,,
210,_TDATaxUnit,사업자번호관리,1,CompanySeq,법인내부코드,int(10),1,48,CompanySeq,1,,1
211,_TDATaxUnit,사업자번호관리,2,TaxUnit,사업자번호내부코드,int(10),2,48,TaxUnit,2,,1
212,_TDATaxUnit,사업자번호관리,3,TaxNo,사업자번호,nvarchar(50),3,48,,,,
213,_TDATaxUnit,사업자번호관리,4,TaxNoAlias,사업자번호명,nvarchar(50),4,48,,,,
214,_TDATaxUnit,사업자번호관리,5,TaxSerial,일련번호,nchar(4),5,48,,,,
215,_TDATaxUnit,사업자번호관리,6,TaxName,상호,nvarchar(100),6,48,,,,
216,_TDATaxUnit,사업자번호관리,7,TaxEngName,상호영문명,nvarchar(100),7,48,,,,
217,_TDATaxUnit,사업자번호관리,8,Owner,대표자,nvarchar(100),8,48,,,,
218,_TDATaxUnit,사업자번호관리,9,BizType,업태,nvarchar(50),9,48,,,,
219,_TDATaxUnit,사업자번호관리,10,ResidID,주민등록번호,nvarchar(200),10,48,,,,
220,_TDATaxUnit,사업자번호관리,11,BizItem,종목,nvarchar(50),11,48,,,,
221,_TDATaxUnit,사업자번호관리,12,Zip,우편번호,nvarchar(10),12,48,,,,
222,_TDATaxUnit,사업자번호관리,13,Addr1,주소1,nvarchar(100),13,48,,,,
223,_TDATaxUnit,사업자번호관리,14,Addr2,주소2,nvarchar(100),14,48,,,,
224,_TDATaxUnit,사업자번호관리,15,Addr3,주소3,nvarchar(100),15,48,,,,
225,_TDATaxUnit,사업자번호관리,16,TelNo,전화번호,nvarchar(30),16,48,,,,
226,_TDATaxUnit,사업자번호관리,17,FaxNo,팩스번호,nvarchar(30),17,48,,,,
227,_TDATaxUnit,사업자번호관리,18,CellPhone,휴대전화,nvarchar(30),18,48,,,,
228,_TDATaxUnit,사업자번호관리,19,EMail,이메일,nvarchar(100),19,48,,,,
229,_TDATaxUnit,사업자번호관리,20,AddrEng1,영문주소1,nvarchar(100),20,48,,,,
230,_TDATaxUnit,사업자번호관리,21,AddrEng2,영문주소2,nvarchar(100),21,48,,,,
231,_TDATaxUnit,사업자번호관리,22,AddrEng3,영문주소3,nvarchar(100),22,48,,,,
232,_TDATaxUnit,사업자번호관리,23,VATRptAddr,세금계산서인쇄주소,nvarchar(200),23,48,,,,
233,_TDATaxUnit,사업자번호관리,24,BizRegDate,사업등록일,nchar(8),24,48,,,,
234,_TDATaxUnit,사업자번호관리,25,BizCancelDate,사업등록말소일,nchar(8),25,48,,,,
235,_TDATaxUnit,사업자번호관리,26,IsVatRpt,공급자란인쇄여부,nchar(1),26,48,,,,
236,_TDATaxUnit,사업자번호관리,27,HomeTaxID,전자신고ID,nvarchar(100),27,48,,,,
237,_TDATaxUnit,사업자번호관리,28,TaxOffice,관할세무서,nvarchar(100),28,48,,,,
238,_TDATaxUnit,사업자번호관리,29,TaxOfficeNo,관할세무서번호,nchar(3),29,48,,,,
239,_TDATaxUnit,사업자번호관리,30,TaxBizTypeNo,주업종내부코드,nvarchar(10),30,48,,,,
240,_TDATaxUnit,사업자번호관리,31,liquorSaleNo,주류판매신고번호,nvarchar(100),31,48,,,,
241,_TDATaxUnit,사업자번호관리,32,liquorWholeSaleNo,주류도매번호,nvarchar(10),32,48,,,,
242,_TDATaxUnit,사업자번호관리,33,liquorRetailSaleNo,주류소매번호,nvarchar(10),33,48,,,,
243,_TDATaxUnit,사업자번호관리,34,SMTaxationType,사업자구분,int(10),34,48,,,,
244,_TDATaxUnit,사업자번호관리,35,Remark,비고,nvarchar(200),35,48,,,,
245,_TDATaxUnit,사업자번호관리,36,SemuName,세무대리인 성명,nvarchar(100),36,48,,,,
246,_TDATaxUnit,사업자번호관리,37,SemuNo,세무대리인 관리번호,nvarchar(100),37,48,,,,
247,_TDATaxUnit,사업자번호관리,38,SemuTelNo,세무대리인 전화번호,nvarchar(100),38,48,,,,
248,_TDATaxUnit,사업자번호관리,39,SemuBankAccNo,세무대표계좌번호,nvarchar(30),39,48,,,,
249,_TDATaxUnit,사업자번호관리,40,BillTaxName,계산서상호,nvarchar(100),40,48,,,,
250,_TDATaxUnit,사업자번호관리,41,TaxSumPaymentNo,총괄납부승인번호,nvarchar(20),41,48,,,,
251,_TDATaxUnit,사업자번호관리,42,TaxNoSerl,일련번호,nvarchar(20),42,48,,,,
252,_TDATaxUnit,사업자번호관리,43,LastUserSeq,작업자,int(10),43,48,,,,
253,_TDATaxUnit,사업자번호관리,44,LastDateTime,작업일시,datetime(8),44,48,,,,
254,_TDATaxUnit,사업자번호관리,45,CashSaleKind,현금매출명세구분코드,nchar(2),45,48,,,,
255,_TDATaxUnit,사업자번호관리,46,RoadAddr,도로명주소,nvarchar(200),46,48,,,,
256,_TDATaxUnit,사업자번호관리,47,TelNoFor,국제전화번호,nvarchar(100),47,48,,,,
257,_TDATaxUnit,사업자번호관리,48,FaxNoFor,국제팩스번호,nvarchar(100),48,48,,,,
258,_TDATaxUnitHist,사업자번호변경내역,1,CompanySeq,법인내부코드,int(10),1,51,CompanySeq,1,,1
259,_TDATaxUnitHist,사업자번호변경내역,2,Serl,일련번호,int(10),2,51,Serl,2,,1
260,_TDATaxUnitHist,사업자번호변경내역,3,TaxUnit,사업자번호내부코드,int(10),3,51,TaxUnit,3,,1
261,_TDATaxUnitHist,사업자번호변경내역,4,FrDate,적용시작일자,nchar(8),4,51,,,,
262,_TDATaxUnitHist,사업자번호변경내역,5,ToDate,적용종료일자,nchar(8),5,51,,,,
263,_TDATaxUnitHist,사업자번호변경내역,6,TaxNo,사업자번호,nvarchar(50),6,51,,,,
264,_TDATaxUnitHist,사업자번호변경내역,7,TaxNoAlias,사업자번호명,nvarchar(50),7,51,,,,
265,_TDATaxUnitHist,사업자번호변경내역,8,TaxSerial,일련번호,nchar(4),8,51,,,,
266,_TDATaxUnitHist,사업자번호변경내역,9,TaxName,상호,nvarchar(100),9,51,,,,
267,_TDATaxUnitHist,사업자번호변경내역,10,TaxEngName,상호영문명,nvarchar(100),10,51,,,,
268,_TDATaxUnitHist,사업자번호변경내역,11,Owner,대표자,nvarchar(100),11,51,,,,
269,_TDATaxUnitHist,사업자번호변경내역,12,ResidID,주민등록번호,nvarchar(200),12,51,,,,
270,_TDATaxUnitHist,사업자번호변경내역,13,BizType,업태,nvarchar(50),13,51,,,,
271,_TDATaxUnitHist,사업자번호변경내역,14,BizItem,종목,nvarchar(50),14,51,,,,
272,_TDATaxUnitHist,사업자번호변경내역,15,Zip,우편번호,nvarchar(10),15,51,,,,
273,_TDATaxUnitHist,사업자번호변경내역,16,Addr1,주소1,nvarchar(100),16,51,,,,
274,_TDATaxUnitHist,사업자번호변경내역,17,Addr2,주소2,nvarchar(100),17,51,,,,
275,_TDATaxUnitHist,사업자번호변경내역,18,Addr3,주소3,nvarchar(100),18,51,,,,
276,_TDATaxUnitHist,사업자번호변경내역,19,TelNo,전화번호,nvarchar(30),19,51,,,,
277,_TDATaxUnitHist,사업자번호변경내역,20,FaxNo,팩스번호,nvarchar(30),20,51,,,,
278,_TDATaxUnitHist,사업자번호변경내역,21,CellPhone,휴대전화,nvarchar(50),21,51,,,,
279,_TDATaxUnitHist,사업자번호변경내역,22,EMail,이메일,nvarchar(100),22,51,,,,
280,_TDATaxUnitHist,사업자번호변경내역,23,AddrEng1,영문주소1,nvarchar(100),23,51,,,,
281,_TDATaxUnitHist,사업자번호변경내역,24,AddrEng2,영문주소2,nvarchar(100),24,51,,,,
282,_TDATaxUnitHist,사업자번호변경내역,25,AddrEng3,영문주소3,nvarchar(100),25,51,,,,
283,_TDATaxUnitHist,사업자번호변경내역,26,VATRptAddr,세금계산서인쇄주소,nvarchar(200),26,51,,,,
284,_TDATaxUnitHist,사업자번호변경내역,27,BizRegDate,사업등록일,nchar(8),27,51,,,,
285,_TDATaxUnitHist,사업자번호변경내역,28,BizCancelDate,사업등록말소일,nchar(8),28,51,,,,
286,_TDATaxUnitHist,사업자번호변경내역,29,IsVatRpt,공급자란인쇄여부,nchar(1),29,51,,,,
287,_TDATaxUnitHist,사업자번호변경내역,30,HomeTaxID,전자신고ID,nvarchar(100),30,51,,,,
288,_TDATaxUnitHist,사업자번호변경내역,31,TaxOffice,관할세무서,nvarchar(100),31,51,,,,
289,_TDATaxUnitHist,사업자번호변경내역,32,TaxOfficeNo,관할세무서번호,nchar(3),32,51,,,,
290,_TDATaxUnitHist,사업자번호변경내역,33,TaxBizTypeNo,주업종내부코드,nvarchar(10),33,51,,,,
291,_TDATaxUnitHist,사업자번호변경내역,34,liquorSaleNo,주류판매신고번호,nvarchar(100),34,51,,,,
292,_TDATaxUnitHist,사업자번호변경내역,35,liquorWholeSaleNo,주류도매번호,nvarchar(10),35,51,,,,
293,_TDATaxUnitHist,사업자번호변경내역,36,liquorRetailSaleNo,주류소매번호,nvarchar(10),36,51,,,,
294,_TDATaxUnitHist,사업자번호변경내역,37,SMTaxationType,사업자구분,int(10),37,51,,,,
295,_TDATaxUnitHist,사업자번호변경내역,38,Remark,비고,nvarchar(200),38,51,,,,
296,_TDATaxUnitHist,사업자번호변경내역,39,SemuName,세무대리인 성명,nvarchar(100),39,51,,,,
297,_TDATaxUnitHist,사업자번호변경내역,40,SemuNo,세무대리인 관리번호,nvarchar(100),40,51,,,,
298,_TDATaxUnitHist,사업자번호변경내역,41,SemuTelNo,세무대리인 전화번호,nvarchar(100),41,51,,,,
299,_TDATaxUnitHist,사업자번호변경내역,42,SemuBankAccNo,세무대표계좌번호,nvarchar(30),42,51,,,,
300,_TDATaxUnitHist,사업자번호변경내역,43,LastUserSeq,작업자,int(10),43,51,,,,
301,_TDATaxUnitHist,사업자번호변경내역,44,LastDateTime,작업일시,datetime(8),44,51,,,,
302,_TDATaxUnitHist,사업자번호변경내역,45,CashSaleKind,CashSaleKind,nchar(2),45,51,,,,
303,_TDATaxUnitHist,사업자번호변경내역,46,BillTaxName,BillTaxName,nvarchar(200),46,51,,,,
304,_TDATaxUnitHist,사업자번호변경내역,47,TaxSumPaymentNo,TaxSumPaymentNo,nvarchar(40),47,51,,,,
305,_TDATaxUnitHist,사업자번호변경내역,48,TaxNoSerl,TaxNoSerl,nchar(100),48,51,,,,
306,_TDATaxUnitHist,사업자번호변경내역,49,RoadAddr,RoadAddr,nvarchar(200),49,51,,,,
307,_TDATaxUnitHist,사업자번호변경내역,50,TelNoFor,TelNoFor,nvarchar(100),50,51,,,,
308,_TDATaxUnitHist,사업자번호변경내역,51,FaxNoFor,FaxNoFor,nvarchar(100),51,51,,,,
1231,_TDAUMajor,사용자정의 기타코드 대분류,1,CustSeq,NULL,int(10),1,15,,,,
1232,_TDAUMajor,사용자정의 기타코드 대분류,2,DevMode,NULL,int(10),2,15,,,,
1233,_TDAUMajor,사용자정의 기타코드 대분류,3,CompanySeq,법인내부코드,int(10),3,15,CompanySeq,3,,1
1234,_TDAUMajor,사용자정의 기타코드 대분류,4,MajorSeq,대분류코드,int(10),4,15,MajorSeq,4,,1
1235,_TDAUMajor,사용자정의 기타코드 대분류,5,MajorName,대분류명,nvarchar(100),5,15,,,,
1236,_TDAUMajor,사용자정의 기타코드 대분류,6,MajorSort,순서,int(10),6,15,,,,
1237,_TDAUMajor,사용자정의 기타코드 대분류,7,SMInputMethod,소분류입력방법,int(10),7,15,,,,
1238,_TDAUMajor,사용자정의 기타코드 대분류,8,Remark,비고,nvarchar(200),8,15,,,,
1239,_TDAUMajor,사용자정의 기타코드 대분류,9,WordSeq,사전코드,int(10),9,15,,,,
1240,_TDAUMajor,사용자정의 기타코드 대분류,10,FixCombo,콤보고정여부,nchar(1),10,15,,,,
1241,_TDAUMajor,사용자정의 기타코드 대분류,11,IsCombo,콤보기본여부,nchar(1),11,15,,,,
1242,_TDAUMajor,사용자정의 기타코드 대분류,12,LastUserSeq,작업자,int(10),12,15,,,,
1243,_TDAUMajor,사용자정의 기타코드 대분류,13,LastDateTime,작업일시,datetime(8),13,15,,,,
1244,_TDAUMajor,사용자정의 기타코드 대분류,14,AddCheckScript,추가체크SP,nvarchar(50),14,15,,,,
1245,_TDAUMajor,사용자정의 기타코드 대분류,15,AddSaveScript,추가저장SP,nvarchar(50),15,15,,,,
1246,_TDAUMinor,사용자정의 기타코드 소분류,1,CompanySeq,법인내부코드,int(10),1,10,CompanySeq,1,,1
1247,_TDAUMinor,사용자정의 기타코드 소분류,2,MinorSeq,소분류코드,int(10),2,10,MinorSeq,2,,1
1248,_TDAUMinor,사용자정의 기타코드 소분류,3,MajorSeq,대분류코드,int(10),3,10,,,,
1249,_TDAUMinor,사용자정의 기타코드 소분류,4,MinorName,소분류명,nvarchar(200),4,10,,,,
1250,_TDAUMinor,사용자정의 기타코드 소분류,5,MinorSort,순서,int(10),5,10,,,,
1251,_TDAUMinor,사용자정의 기타코드 소분류,6,Remark,비고,nvarchar(200),6,10,,,,
1252,_TDAUMinor,사용자정의 기타코드 소분류,7,WordSeq,사전코드,int(10),7,10,,,,
1253,_TDAUMinor,사용자정의 기타코드 소분류,8,LastUserSeq,작업자,int(10),8,10,,,,
1254,_TDAUMinor,사용자정의 기타코드 소분류,9,LastDateTime,작업일시,datetime(8),9,10,,,,
1255,_TDAUMinor,사용자정의 기타코드 소분류,10,IsUse,사용여부,nchar(1),10,10,,,,
578,_THRAdmOrd,발령사유코드,1,CompanySeq,법인내부코드,int(10),1,13,CompanySeq,1,,1
579,_THRAdmOrd,발령사유코드,2,OrdSeq,발령사유코드,int(10),2,13,OrdSeq,2,,1
580,_THRAdmOrd,발령사유코드,3,OrdName,발령사유명,nvarchar(100),3,13,,,,
581,_THRAdmOrd,발령사유코드,4,UMWsSeq,근무상태,int(10),4,13,,,,
582,_THRAdmOrd,발령사유코드,5,UMOrdTypeSeq,발령유형코드,int(10),5,13,,,,
583,_THRAdmOrd,발령사유코드,6,SMOrdAppSeq,발령적용코드,int(10),6,13,,,,
584,_THRAdmOrd,발령사유코드,7,IsPaid,유급여부,nchar(1),7,13,,,,
585,_THRAdmOrd,발령사유코드,8,IsExAvgPay,평균임금산정제외여부,nchar(1),8,13,,,,
586,_THRAdmOrd,발령사유코드,9,IsExWkTerm,근속기간제외여부,nchar(1),9,13,,,,
587,_THRAdmOrd,발령사유코드,10,DispSeq,순서,int(10),10,13,,,,
588,_THRAdmOrd,발령사유코드,11,LastUserSeq,작업자,int(10),11,13,,,,
589,_THRAdmOrd,발령사유코드,12,LastDateTime,작업일시,datetime(8),12,13,,,,
590,_THRAdmOrd,발령사유코드,13,IsChild,육아휴직,nchar(1),13,13,,,,
631,_THRAdmOrdEmp,발령관리,1,CompanySeq,법인내부코드,int(10),1,26,CompanySeq,1,,1
632,_THRAdmOrdEmp,발령관리,2,EmpSeq,사원코드,int(10),2,26,EmpSeq,2,,1
633,_THRAdmOrdEmp,발령관리,3,IntSeq,발령일련번호,int(10),3,26,IntSeq,3,,1
634,_THRAdmOrdEmp,발령관리,4,OrdSeq,발령사유코드,int(10),4,26,,,,
635,_THRAdmOrdEmp,발령관리,5,OrdDate,발령일                ,nchar(8),5,26,,,,
636,_THRAdmOrdEmp,발령관리,6,OrdEndDate,발령종료일자,nchar(8),6,26,,,,
637,_THRAdmOrdEmp,발령관리,7,PuSeq,급여작업군,int(10),7,26,,,,
638,_THRAdmOrdEmp,발령관리,8,DeptSeq,소속부서,int(10),8,26,,,,
639,_THRAdmOrdEmp,발령관리,9,WkDeptSeq,근무부서,int(10),9,26,,,,
640,_THRAdmOrdEmp,발령관리,10,PosSeq,포지션내부코드,int(10),10,26,,,,
641,_THRAdmOrdEmp,발령관리,11,UMPgSeq,직급,int(10),11,26,,,,
642,_THRAdmOrdEmp,발령관리,12,Ps,호봉,nchar(3),12,26,,,,
643,_THRAdmOrdEmp,발령관리,13,UMJpSeq,직위코드,int(10),13,26,,,,
644,_THRAdmOrdEmp,발령관리,14,UMJdSeq,직책,int(10),14,26,,,,
645,_THRAdmOrdEmp,발령관리,15,UMJoSeq,직종,int(10),15,26,,,,
646,_THRAdmOrdEmp,발령관리,16,JobSeq,직무코드,int(10),16,26,,,,
647,_THRAdmOrdEmp,발령관리,17,PtSeq,급여형태,int(10),17,26,,,,
648,_THRAdmOrdEmp,발령관리,18,UMWsSeq,근무상태,int(10),18,26,,,,
649,_THRAdmOrdEmp,발령관리,19,IsBoss,부서장여부,nchar(1),19,26,,,,
650,_THRAdmOrdEmp,발령관리,20,Contents,발령내역,nvarchar(500),20,26,,,,
651,_THRAdmOrdEmp,발령관리,21,Remark,비고,nvarchar(200),21,26,,,,
652,_THRAdmOrdEmp,발령관리,22,IsOrdDateLast,일최종여부,nchar(1),22,26,,,,
653,_THRAdmOrdEmp,발령관리,23,IsLast,최종여부,nchar(1),23,26,,,,
654,_THRAdmOrdEmp,발령관리,24,LastUserSeq,작업자,int(10),24,26,,,,
655,_THRAdmOrdEmp,발령관리,25,LastDateTime,작업일시,datetime(8),25,26,,,,
656,_THRAdmOrdEmp,발령관리,26,IsWkOrd,근무발령생성여부,nchar(1),26,26,,,,
657,_THRAdmWkOrdEmp,근무발령관리,1,CompanySeq,법인내부코드,int(10),1,17,CompanySeq,1,,1
658,_THRAdmWkOrdEmp,근무발령관리,2,EmpSeq,사원코드,int(10),2,17,EmpSeq,2,,1
659,_THRAdmWkOrdEmp,근무발령관리,3,WkIntSeq,근무발령일련번호,int(10),3,17,WkIntSeq,3,,1
660,_THRAdmWkOrdEmp,근무발령관리,4,OrdSeq,발령사유코드,int(10),4,17,,,,
661,_THRAdmWkOrdEmp,근무발령관리,5,OrdDate,발령일                ,nchar(8),5,17,,,,
662,_THRAdmWkOrdEmp,근무발령관리,6,OrdEndDate,발령종료일자,nchar(8),6,17,,,,
663,_THRAdmWkOrdEmp,근무발령관리,7,OrdDeptSeq,발령부서코드,int(10),7,17,,,,
664,_THRAdmWkOrdEmp,근무발령관리,8,PosSeq,포지션내부코드,int(10),8,17,,,,
665,_THRAdmWkOrdEmp,근무발령관리,9,UMJdSeq,직책,int(10),9,17,,,,
666,_THRAdmWkOrdEmp,근무발령관리,10,IsBoss,부서장여부,int(10),10,17,,,,
667,_THRAdmWkOrdEmp,근무발령관리,11,Contents,발령내역,nvarchar(500),11,17,,,,
668,_THRAdmWkOrdEmp,근무발령관리,12,Remark,비고,nvarchar(200),12,17,,,,
669,_THRAdmWkOrdEmp,근무발령관리,13,IntSeq,발령일련번호,int(10),13,17,,,,
670,_THRAdmWkOrdEmp,근무발령관리,14,IsRet,퇴직여부,nchar(1),14,17,,,,
671,_THRAdmWkOrdEmp,근무발령관리,15,SMSourceType,원천구분,int(10),15,17,,,,
672,_THRAdmWkOrdEmp,근무발령관리,16,LastUserSeq,작업자,int(10),16,17,,,,
673,_THRAdmWkOrdEmp,근무발령관리,17,LastDateTime,작업일시,datetime(8),17,17,,,,
591,_THRBasLicense,자격면허관리,1,CompanySeq,법인내부코드,int(10),1,13,CompanySeq,1,,1
592,_THRBasLicense,자격면허관리,2,EmpSeq,사원코드,int(10),2,13,EmpSeq,2,,1
593,_THRBasLicense,자격면허관리,3,LicenseSeq,자격면허일련번호,int(10),3,13,LicenseSeq,3,,1
594,_THRBasLicense,자격면허관리,4,UMLicSeq,자격면허구분,int(10),4,13,,,,
595,_THRBasLicense,자격면허관리,5,IssueInst,발급기관,nvarchar(100),5,13,,,,
596,_THRBasLicense,자격면허관리,6,LicNo,자격면허번호,nvarchar(500),6,13,,,,
597,_THRBasLicense,자격면허관리,7,AcqDate,취득일자,nchar(8),7,13,,,,
598,_THRBasLicense,자격면허관리,8,ValDate,유효일자,nchar(8),8,13,,,,
599,_THRBasLicense,자격면허관리,9,IsAllowPay,급여지급여부,nchar(1),9,13,,,,
600,_THRBasLicense,자격면허관리,10,IsLaw,법정자격여부,nchar(1),10,13,,,,
601,_THRBasLicense,자격면허관리,11,Rem,비고,nvarchar(200),11,13,,,,
602,_THRBasLicense,자격면허관리,12,LastUserSeq,작업자,int(10),12,13,,,,
603,_THRBasLicense,자격면허관리,13,LastDateTime,작업일시,datetime(8),13,13,,,,
604,_THRBaslinguistic,어학정보,1,CompanySeq,법인내부코드,int(10),1,14,CompanySeq,1,,1
605,_THRBaslinguistic,어학정보,2,EmpSeq,사원코드,int(10),2,14,EmpSeq,2,,1
606,_THRBaslinguistic,어학정보,3,linguisticSeq,어학일련번호,int(10),3,14,linguisticSeq,3,,1
607,_THRBaslinguistic,어학정보,4,UMLanguageType,어학구분,int(10),4,14,,,,
608,_THRBaslinguistic,어학정보,5,UMAuthType,인증구분,int(10),5,14,,,,
609,_THRBaslinguistic,어학정보,6,Score,점수,decimal(19),6,14,,,,
610,_THRBaslinguistic,어학정보,7,UMGrade,등급,int(10),7,14,,,,
611,_THRBaslinguistic,어학정보,8,BegDate,시작일,nchar(8),8,14,,,,
612,_THRBaslinguistic,어학정보,9,EndDate,종료일,nchar(8),9,14,,,,
613,_THRBaslinguistic,어학정보,10,IsAllowPay,급여지급여부,nchar(1),10,14,,,,
614,_THRBaslinguistic,어학정보,11,Remark,비고,nvarchar(200),11,14,,,,
615,_THRBaslinguistic,어학정보,12,LastUserSeq,작업자,int(10),12,14,,,,
616,_THRBaslinguistic,어학정보,13,LastDateTime,작업일시,datetime(8),13,14,,,,
617,_THRBaslinguistic,어학정보,14,CharScore,점수(문자),nvarchar(10),14,14,,,,
618,_THRBasPrzPnl,상벌관리,1,CompanySeq,법인내부코드,int(10),1,13,CompanySeq,1,,1
619,_THRBasPrzPnl,상벌관리,2,EmpSeq,사원코드,int(10),2,13,EmpSeq,2,,1
620,_THRBasPrzPnl,상벌관리,3,PrzPnlSeq,상벌일련번호,int(10),3,13,PrzPnlSeq,3,,1
621,_THRBasPrzPnl,상벌관리,4,SMPrzPnlType,상벌구분,int(10),4,13,,,,
622,_THRBasPrzPnl,상벌관리,5,PrzPnlFrDate,상벌시작일자,nchar(8),5,13,,,,
623,_THRBasPrzPnl,상벌관리,6,PrzPnlToDate,상벌종료일자,nchar(8),6,13,,,,
624,_THRBasPrzPnl,상벌관리,7,SMInOutType,사내외구분,int(10),7,13,,,,
625,_THRBasPrzPnl,상벌관리,8,UMPrzPnlSeq,상벌코드,int(10),8,13,,,,
626,_THRBasPrzPnl,상벌관리,9,PrzPnlReason,상벌사유,nvarchar(200),9,13,,,,
627,_THRBasPrzPnl,상벌관리,10,PrzPnlInst,상벌기관,nvarchar(50),10,13,,,,
628,_THRBasPrzPnl,상벌관리,11,IsAllowDeduc,급여지급/감봉여부,nchar(1),11,13,,,,
629,_THRBasPrzPnl,상벌관리,12,LastUserSeq,작업자,int(10),12,13,,,,
630,_THRBasPrzPnl,상벌관리,13,LastDateTime,작업일시,datetime(8),13,13,,,,
1931,_THREvalGrd,평가등급,1,CompanySeq,법인내부코드,int(10),1,12,,,,
1932,_THREvalGrd,평가등급,2,GrdType,등급구분,int(10),2,12,,,,
1933,_THREvalGrd,평가등급,3,GrdSeq,등급코드,int(10),3,12,,,,
1934,_THREvalGrd,평가등급,4,GrdName,등급명,nvarchar(100),4,12,,,,
1935,_THREvalGrd,평가등급,5,GrdScore,등급점수,decimal(19),5,12,,,,
1936,_THREvalGrd,평가등급,6,BegValue,시작값,decimal(19),6,12,,,,
1937,_THREvalGrd,평가등급,7,EndValue,종료값,decimal(19),7,12,,,,
1938,_THREvalGrd,평가등급,8,Sort,순서,int(10),8,12,,,,
1939,_THREvalGrd,평가등급,9,Rem,비고,nvarchar(200),9,12,,,,
1940,_THREvalGrd,평가등급,10,LastUserSeq,작업자,int(10),10,12,,,,
1941,_THREvalGrd,평가등급,11,LastDateTime,작업일시,datetime(8),11,12,,,,
1942,_THREvalGrd,평가등급,12,Descript,개요,nvarchar(200),12,12,,,,
1182,_THREvalMBORst,업적평가결과,1,CompanySeq,법인코드,int(10),1,16,,,,
1183,_THREvalMBORst,업적평가결과,2,EvalYyRev,평가년도차수,nchar(6),2,16,,,,
1184,_THREvalMBORst,업적평가결과,3,SMEvalSeq,평가유형,int(10),3,16,,,,
1185,_THREvalMBORst,업적평가결과,4,EmpSeq,피평가자사원코드,int(10),4,16,,,,
1186,_THREvalMBORst,업적평가결과,5,EvalEmpSeq,평가자사원코드,int(10),5,16,,,,
1187,_THREvalMBORst,업적평가결과,6,SMEvalStepSeq,평가단계,int(10),6,16,,,,
1188,_THREvalMBORst,업적평가결과,7,Rank,순위,int(10),7,16,,,,
